ASSERTION	AAMDAAMFAAAAAAAAAFlA
ASSERTION	AAMEAAEEAAAAAAAAwFdABgAAAAAAAECfQA==
ASSERTION	AAMEAAECBgAAAAAAAHCHQA==
RUN	uk.gov.dhsc.htbhf.ClaimSimulation	claimsimulation	1569814050109	Web-UI performance tests	3.0.3
REQUEST	643		send_do_you_live_in_scotland_no Redirect 1	1569814089892	1569814089914	OK	 
REQUEST	644		scotland-no	1569814089905	1569814089925	OK	 
REQUEST	617		send_dob Redirect 1	1569814089890	1569814089927	OK	 
REQUEST	612		send_dob	1569814089895	1569814089931	OK	 
REQUEST	384		send_manual_address	1569814089924	1569814089942	OK	 
REQUEST	408		send_postcode	1569814089904	1569814089944	OK	 
REQUEST	426		send_postcode	1569814089905	1569814089946	OK	 
REQUEST	298		send_email_address	1569814089924	1569814089949	OK	 
REQUEST	633		scotland-yes	1569814089905	1569814089952	OK	 
USER	Scottish Scenario	563	END	1569814086545	1569814089960
REQUEST	384		send_manual_address Redirect 1	1569814089943	1569814089962	OK	 
REQUEST	612		send_dob Redirect 1	1569814089932	1569814089969	OK	 
USER	Scottish Scenario	567	END	1569814086905	1569814089974
REQUEST	408		send_postcode Redirect 1	1569814089945	1569814089973	OK	 
REQUEST	644		send_do_you_live_in_scotland_no	1569814089925	1569814089979	OK	 
REQUEST	232		get unique code from session	1569814089945	1569814089979	OK	 
REQUEST	426		send_postcode Redirect 1	1569814089947	1569814089979	OK	 
REQUEST	524		send_are_you_pregnant	1569814089944	1569814089980	OK	 
REQUEST	298		send_email_address Redirect 1	1569814089949	1569814089980	OK	 
USER	Full scenarios	657	START	1569814089985	1569814089985
USER	Scottish Scenario	645	START	1569814089994	1569814089994
REQUEST	618		send_dob	1569814089969	1569814089995	OK	 
REQUEST	204		accept_terms_and_conditions	1569814089915	1569814089994	OK	 
REQUEST	528		send_children_dob	1569814089975	1569814089995	OK	 
REQUEST	264		get unique code from session	1569814089960	1569814089996	OK	 
REQUEST	261		get unique code from session	1569814089945	1569814089998	OK	 
REQUEST	644		send_do_you_live_in_scotland_no Redirect 1	1569814089979	1569814089999	OK	 
REQUEST	333		send_phone_number	1569814089975	1569814090016	OK	 
REQUEST	204		accept_terms_and_conditions Redirect 1	1569814089995	1569814090018	OK	 
REQUEST	488		send_name	1569814089975	1569814090018	OK	 
USER	Full scenarios	204	END	1569814066904	1569814090019
REQUEST	645		scotland-yes	1569814089994	1569814090022	OK	 
REQUEST	528		send_children_dob Redirect 1	1569814089995	1569814090027	OK	 
REQUEST	618		send_dob Redirect 1	1569814089995	1569814090027	OK	 
REQUEST	657		scotland-no	1569814089987	1569814090028	OK	 
REQUEST	524		send_are_you_pregnant Redirect 1	1569814089980	1569814090029	OK	 
REQUEST	197		accept_terms_and_conditions	1569814089964	1569814090030	OK	 
REQUEST	616		send_dob	1569814090004	1569814090037	OK	 
REQUEST	333		send_phone_number Redirect 1	1569814090016	1569814090043	OK	 
REQUEST	488		send_name Redirect 1	1569814090019	1569814090046	OK	 
REQUEST	295		get unique code from session	1569814090045	1569814090062	OK	 
REQUEST	568		send_children_dob	1569814090034	1569814090071	OK	 
REQUEST	657		send_do_you_live_in_scotland_no	1569814090028	1569814090071	OK	 
USER	Scottish Scenario	646	START	1569814090075	1569814090075
USER	Full scenarios	658	START	1569814090075	1569814090075
REQUEST	197		accept_terms_and_conditions Redirect 1	1569814090030	1569814090079	OK	 
REQUEST	616		send_dob Redirect 1	1569814090038	1569814090082	OK	 
USER	Full scenarios	197	END	1569814066034	1569814090082
REQUEST	368		send_manual_address	1569814090051	1569814090088	OK	 
REQUEST	354		send_manual_address	1569814090051	1569814090089	OK	 
REQUEST	548		send_children_dob	1569814090065	1569814090093	OK	 
REQUEST	411		send_postcode	1569814090065	1569814090093	OK	 
REQUEST	657		send_do_you_live_in_scotland_no Redirect 1	1569814090072	1569814090099	OK	 
REQUEST	385		select_address	1569814090076	1569814090102	OK	 
REQUEST	411		send_postcode Redirect 1	1569814090093	1569814090108	OK	 
REQUEST	568		send_children_dob Redirect 1	1569814090071	1569814090110	OK	 
REQUEST	368		send_manual_address Redirect 1	1569814090088	1569814090112	OK	 
REQUEST	352		send_manual_address	1569814090065	1569814090117	OK	 
REQUEST	354		send_manual_address Redirect 1	1569814090089	1569814090117	OK	 
REQUEST	278		send_code	1569814090075	1569814090120	OK	 
REQUEST	387		select_address	1569814090108	1569814090121	OK	 
REQUEST	646		scotland-yes	1569814090076	1569814090125	OK	 
REQUEST	658		scotland-no	1569814090078	1569814090131	OK	 
REQUEST	352		send_manual_address Redirect 1	1569814090117	1569814090132	OK	 
REQUEST	596		send_do_you_have_children	1569814090107	1569814090133	OK	 
REQUEST	471		send_nino	1569814090115	1569814090135	OK	 
REQUEST	391		select_address	1569814090108	1569814090137	OK	 
REQUEST	548		send_children_dob Redirect 1	1569814090093	1569814090137	OK	 
REQUEST	387		select_address Redirect 1	1569814090121	1569814090142	OK	 
REQUEST	658		send_do_you_live_in_scotland_no	1569814090131	1569814090146	OK	 
REQUEST	349		send_manual_address	1569814090107	1569814090147	OK	 
REQUEST	278		send_code Redirect 1	1569814090120	1569814090149	OK	 
USER	Full scenarios	659	START	1569814090155	1569814090155
USER	Scottish Scenario	647	START	1569814090154	1569814090154
REQUEST	596		send_do_you_have_children Redirect 1	1569814090134	1569814090156	OK	 
REQUEST	471		send_nino Redirect 1	1569814090135	1569814090157	OK	 
REQUEST	609		send_do_you_live_in_scotland_yes	1569814090129	1569814090157	OK	 
REQUEST	385		select_address Redirect 1	1569814090102	1569814090161	OK	 
REQUEST	463		send_nino	1569814090129	1569814090169	OK	 
REQUEST	349		send_manual_address Redirect 1	1569814090147	1569814090182	OK	 
REQUEST	609		send_do_you_live_in_scotland_yes Redirect 1	1569814090157	1569814090182	OK	 
REQUEST	373		select_address	1569814090155	1569814090183	OK	 
USER	Scottish Scenario	566	END	1569814086815	1569814090187
REQUEST	391		select_address Redirect 1	1569814090137	1569814090189	OK	 
REQUEST	658		send_do_you_live_in_scotland_no Redirect 1	1569814090147	1569814090189	OK	 
REQUEST	659		scotland-no	1569814090156	1569814090191	OK	 
REQUEST	169		accept_terms_and_conditions	1569814090108	1569814090195	OK	 
REQUEST	647		scotland-yes	1569814090157	1569814090195	OK	 
REQUEST	201		accept_terms_and_conditions	1569814090134	1569814090199	OK	 
REQUEST	463		send_nino Redirect 1	1569814090169	1569814090205	OK	 
REQUEST	373		select_address Redirect 1	1569814090183	1569814090207	OK	 
REQUEST	659		send_do_you_live_in_scotland_no	1569814090195	1569814090215	OK	 
REQUEST	169		accept_terms_and_conditions Redirect 1	1569814090196	1569814090226	OK	 
REQUEST	464		send_nino	1569814090188	1569814090223	OK	 
USER	Full scenarios	169	END	1569814064195	1569814090226
REQUEST	252		send_code	1569814090195	1569814090223	OK	 
REQUEST	330		send_phone_number	1569814090185	1569814090227	OK	 
REQUEST	316		send_code	1569814090206	1569814090229	OK	 
REQUEST	201		accept_terms_and_conditions Redirect 1	1569814090199	1569814090234	OK	 
USER	Full scenarios	201	END	1569814066535	1569814090234
USER	Full scenarios	660	START	1569814090238	1569814090238
REQUEST	659		send_do_you_live_in_scotland_no Redirect 1	1569814090215	1569814090243	OK	 
REQUEST	603		send_do_you_live_in_scotland_yes	1569814090227	1569814090245	OK	 
REQUEST	553		send_children_dob	1569814090189	1569814090246	OK	 
USER	Scottish Scenario	648	START	1569814090245	1569814090245
REQUEST	371		send_manual_address	1569814090239	1569814090255	OK	 
REQUEST	464		send_nino Redirect 1	1569814090226	1569814090265	OK	 
REQUEST	252		send_code Redirect 1	1569814090228	1569814090269	OK	 
REQUEST	296		send_email_address	1569814090226	1569814090275	OK	 
REQUEST	316		send_code Redirect 1	1569814090230	1569814090278	OK	 
REQUEST	350		send_manual_address	1569814090247	1569814090286	OK	 
REQUEST	330		send_phone_number Redirect 1	1569814090228	1569814090285	OK	 
REQUEST	608		send_do_you_live_in_scotland_yes	1569814090264	1569814090287	OK	 
REQUEST	553		send_children_dob Redirect 1	1569814090246	1569814090288	OK	 
REQUEST	532		send_children_dob	1569814090247	1569814090303	OK	 
REQUEST	337		send_manual_address	1569814090247	1569814090304	OK	 
REQUEST	350		send_manual_address Redirect 1	1569814090286	1569814090305	OK	 
REQUEST	660		scotland-no	1569814090239	1569814090306	OK	 
REQUEST	245		get unique code from session	1569814090246	1569814090308	OK	 
REQUEST	277		send_code	1569814090276	1569814090309	OK	 
REQUEST	218		accept_terms_and_conditions	1569814090188	1569814090309	OK	 
REQUEST	603		send_do_you_live_in_scotland_yes Redirect 1	1569814090246	1569814090310	OK	 
REQUEST	648		scotland-yes	1569814090248	1569814090310	OK	 
REQUEST	296		send_email_address Redirect 1	1569814090275	1569814090317	OK	 
REQUEST	608		send_do_you_live_in_scotland_yes Redirect 1	1569814090287	1569814090319	OK	 
REQUEST	392		select_address	1569814090277	1569814090319	OK	 
REQUEST	249		get unique code from session	1569814090277	1569814090322	OK	 
USER	Full scenarios	661	START	1569814090326	1569814090326
REQUEST	660		send_do_you_live_in_scotland_no	1569814090307	1569814090327	OK	 
REQUEST	371		send_manual_address Redirect 1	1569814090255	1569814090327	OK	 
REQUEST	532		send_children_dob Redirect 1	1569814090303	1569814090328	OK	 
USER	Scottish Scenario	649	START	1569814090326	1569814090326
REQUEST	218		accept_terms_and_conditions Redirect 1	1569814090309	1569814090334	OK	 
REQUEST	409		send_postcode	1569814090287	1569814090335	OK	 
REQUEST	555		send_children_dob	1569814090310	1569814090336	OK	 
USER	Full scenarios	218	END	1569814067654	1569814090336
REQUEST	605		send_do_you_live_in_scotland_yes	1569814090287	1569814090342	OK	 
REQUEST	337		send_manual_address Redirect 1	1569814090304	1569814090343	OK	 
REQUEST	213		accept_terms_and_conditions	1569814090222	1569814090345	OK	 
REQUEST	610		send_do_you_live_in_scotland_yes	1569814090317	1569814090350	OK	 
REQUEST	277		send_code Redirect 1	1569814090309	1569814090348	OK	 
REQUEST	555		send_children_dob Redirect 1	1569814090337	1569814090356	OK	 
REQUEST	660		send_do_you_live_in_scotland_no Redirect 1	1569814090328	1569814090359	OK	 
REQUEST	314		send_phone_number	1569814090341	1569814090367	OK	 
REQUEST	449		send_nino	1569814090326	1569814090367	OK	 
REQUEST	213		accept_terms_and_conditions Redirect 1	1569814090346	1569814090370	OK	 
USER	Full scenarios	213	END	1569814067035	1569814090373
REQUEST	610		send_do_you_live_in_scotland_yes Redirect 1	1569814090350	1569814090377	OK	 
REQUEST	409		send_postcode Redirect 1	1569814090335	1569814090378	OK	 
REQUEST	432		send_postcode	1569814090341	1569814090382	OK	 
REQUEST	392		select_address Redirect 1	1569814090319	1569814090384	OK	 
REQUEST	279		send_code	1569814090357	1569814090385	OK	 
USER	Scottish Scenario	587	END	1569814087725	1569814090385
REQUEST	314		send_phone_number Redirect 1	1569814090367	1569814090387	OK	 
REQUEST	370		send_manual_address	1569814090349	1569814090388	OK	 
REQUEST	283		send_email_address	1569814090366	1569814090391	OK	 
REQUEST	469		send_name	1569814090356	1569814090391	OK	 
REQUEST	405		send_postcode	1569814090349	1569814090391	OK	 
REQUEST	605		send_do_you_live_in_scotland_yes Redirect 1	1569814090342	1569814090399	OK	 
REQUEST	649		scotland-yes	1569814090327	1569814090400	OK	 
REQUEST	430		send_postcode	1569814090356	1569814090400	OK	 
REQUEST	294		send_email_address	1569814090387	1569814090407	OK	 
USER	Scottish Scenario	650	START	1569814090407	1569814090407
USER	Full scenarios	662	START	1569814090407	1569814090407
REQUEST	661		scotland-no	1569814090327	1569814090408	OK	 
REQUEST	427		select_address	1569814090387	1569814090416	OK	 
REQUEST	370		send_manual_address Redirect 1	1569814090388	1569814090417	OK	 
REQUEST	430		send_postcode Redirect 1	1569814090400	1569814090418	OK	 
USER	Scottish Scenario	579	END	1569814086996	1569814090424
REQUEST	469		send_name Redirect 1	1569814090391	1569814090425	OK	 
REQUEST	284		send_email_address	1569814090407	1569814090432	OK	 
REQUEST	527		send_are_you_pregnant	1569814090387	1569814090433	OK	 
REQUEST	650		scotland-yes	1569814090407	1569814090433	OK	 
REQUEST	263		get unique code from session	1569814090407	1569814090445	OK	 
REQUEST	427		select_address Redirect 1	1569814090416	1569814090446	OK	 
REQUEST	449		send_nino Redirect 1	1569814090367	1569814090448	OK	 
REQUEST	283		send_email_address Redirect 1	1569814090391	1569814090448	OK	 
REQUEST	593		send_do_you_have_children	1569814090399	1569814090449	OK	 
REQUEST	284		send_email_address Redirect 1	1569814090432	1569814090454	OK	 
REQUEST	281		send_code	1569814090348	1569814090455	OK	 
REQUEST	592		send_do_you_have_children	1569814090399	1569814090457	OK	 
REQUEST	405		send_postcode Redirect 1	1569814090391	1569814090458	OK	 
REQUEST	294		send_email_address Redirect 1	1569814090407	1569814090458	OK	 
REQUEST	661		send_do_you_live_in_scotland_no	1569814090408	1569814090460	OK	 
REQUEST	425		select_address	1569814090445	1569814090461	OK	 
REQUEST	448		send_nino	1569814090415	1569814090471	OK	 
REQUEST	312		send_code	1569814090455	1569814090474	OK	 
REQUEST	390		select_address	1569814090455	1569814090475	OK	 
REQUEST	404		select_address	1569814090400	1569814090480	OK	 
USER	Full scenarios	663	START	1569814090487	1569814090487
USER	Scottish Scenario	651	START	1569814090495	1569814090495
REQUEST	432		send_postcode Redirect 1	1569814090382	1569814090495	OK	 
REQUEST	312		send_code Redirect 1	1569814090474	1569814090499	OK	 
REQUEST	483		send_name	1569814090480	1569814090505	OK	 
REQUEST	527		send_are_you_pregnant Redirect 1	1569814090433	1569814090507	OK	 
REQUEST	390		select_address Redirect 1	1569814090475	1569814090510	OK	 
REQUEST	279		send_code Redirect 1	1569814090385	1569814090509	OK	 
REQUEST	607		send_do_you_live_in_scotland_yes	1569814090488	1569814090513	OK	 
REQUEST	425		select_address Redirect 1	1569814090462	1569814090517	OK	 
REQUEST	355		send_phone_number	1569814090481	1569814090517	OK	 
REQUEST	663		scotland-no	1569814090489	1569814090517	OK	 
REQUEST	318		send_email_address	1569814090505	1569814090522	OK	 
REQUEST	624		send_do_you_live_in_scotland_yes	1569814090495	1569814090523	OK	 
REQUEST	550		send_children_dob	1569814090414	1569814090523	OK	 
REQUEST	662		scotland-no	1569814090408	1569814090531	OK	 
REQUEST	483		send_name Redirect 1	1569814090505	1569814090536	OK	 
REQUEST	355		send_phone_number Redirect 1	1569814090517	1569814090540	OK	 
REQUEST	356		send_phone_number	1569814090400	1569814090540	OK	 
REQUEST	490		send_name	1569814090445	1569814090541	OK	 
REQUEST	591		send_do_you_have_children	1569814090481	1569814090546	OK	 
REQUEST	663		send_do_you_live_in_scotland_no	1569814090518	1569814090548	OK	 
REQUEST	466		send_nino	1569814090469	1569814090550	OK	 
REQUEST	592		send_do_you_have_children Redirect 1	1569814090457	1569814090555	OK	 
REQUEST	661		send_do_you_live_in_scotland_no Redirect 1	1569814090460	1569814090566	OK	 
REQUEST	301		send_code	1569814090530	1569814090566	OK	 
REQUEST	593		send_do_you_have_children Redirect 1	1569814090449	1569814090567	OK	 
REQUEST	266		send_code	1569814090505	1569814090567	OK	 
REQUEST	624		send_do_you_live_in_scotland_yes Redirect 1	1569814090524	1569814090567	OK	 
REQUEST	606		send_do_you_live_in_scotland_yes	1569814090530	1569814090568	OK	 
REQUEST	318		send_email_address Redirect 1	1569814090522	1569814090576	OK	 
REQUEST	626		send_do_you_live_in_scotland_yes	1569814090539	1569814090577	OK	 
REQUEST	573		send_do_you_have_children	1569814090544	1569814090577	OK	 
REQUEST	607		send_do_you_live_in_scotland_yes Redirect 1	1569814090513	1569814090576	OK	 
USER	Full scenarios	664	START	1569814090574	1569814090574
USER	Scottish Scenario	652	START	1569814090574	1569814090574
REQUEST	268		send_email_address	1569814090495	1569814090582	OK	 
USER	Scottish Scenario	564	END	1569814086634	1569814090594
REQUEST	281		send_code Redirect 1	1569814090456	1569814090603	OK	 
REQUEST	233		accept_terms_and_conditions	1569814090527	1569814090606	OK	 
REQUEST	266		send_code Redirect 1	1569814090576	1569814090606	OK	 
REQUEST	626		send_do_you_live_in_scotland_yes Redirect 1	1569814090577	1569814090607	OK	 
REQUEST	404		select_address Redirect 1	1569814090480	1569814090608	OK	 
REQUEST	448		send_nino Redirect 1	1569814090471	1569814090609	OK	 
REQUEST	301		send_code Redirect 1	1569814090566	1569814090611	OK	 
REQUEST	573		send_do_you_have_children Redirect 1	1569814090581	1569814090611	OK	 
REQUEST	468		send_nino	1569814090581	1569814090612	OK	 
REQUEST	410		send_postcode	1569814090567	1569814090612	OK	 
REQUEST	662		send_do_you_live_in_scotland_no	1569814090535	1569814090619	OK	 
REQUEST	234		get unique code from session	1569814090480	1569814090621	OK	 
REQUEST	531		send_are_you_pregnant	1569814090595	1569814090621	OK	 
USER	Scottish Scenario	581	END	1569814087185	1569814090625
REQUEST	635		send_dob	1569814090481	1569814090625	OK	 
REQUEST	403		send_manual_address	1569814090495	1569814090625	OK	 
REQUEST	663		send_do_you_live_in_scotland_no Redirect 1	1569814090548	1569814090621	OK	 
REQUEST	576		send_do_you_have_children	1569814090522	1569814090626	OK	 
REQUEST	410		send_postcode Redirect 1	1569814090612	1569814090632	OK	 
REQUEST	572		send_do_you_have_children	1569814090581	1569814090637	OK	 
REQUEST	506		send_name	1569814090539	1569814090639	OK	 
REQUEST	550		send_children_dob Redirect 1	1569814090523	1569814090639	OK	 
REQUEST	620		send_dob	1569814090581	1569814090640	OK	 
REQUEST	533		send_children_dob	1569814090539	1569814090640	OK	 
REQUEST	356		send_phone_number Redirect 1	1569814090541	1569814090640	OK	 
REQUEST	651		scotland-yes	1569814090495	1569814090641	OK	 
REQUEST	468		send_nino Redirect 1	1569814090612	1569814090644	OK	 
REQUEST	531		send_are_you_pregnant Redirect 1	1569814090621	1569814090649	OK	 
REQUEST	317		send_email_address	1569814090620	1569814090649	OK	 
REQUEST	595		send_do_you_have_children	1569814090625	1569814090652	OK	 
REQUEST	335		send_email_address	1569814090566	1569814090653	OK	 
REQUEST	233		accept_terms_and_conditions Redirect 1	1569814090606	1569814090653	OK	 
USER	Full scenarios	233	END	1569814068534	1569814090654
USER	Scottish Scenario	653	START	1569814090654	1569814090654
USER	Full scenarios	665	START	1569814090654	1569814090654
